35361     ,  5872400728949.5,       6535,   83886075, fffff, 50081, fff00, 50000, 17c07, 03a91, 0549a, 176ec, 1423a, 1754a, 00007, 1ffff, 00001, 00001, 1ff44, 01110, 00001, 00001, 00001, 000ce, 00001, 00001, 15e62, 09901, 00001, 0871f, 1f000, 08bc4, 06001, 08a06, 00002, 00002, 00001, 00001, 0000e, 00227
35438     ,  5872587114022.5,   83886075,   83886075, fffff, 578bd, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35439     ,  5872587172061.0,   83886075,   83886075, fffff, 5795d, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35440     ,  5872587230062.5,       6495,   83886075, fffff, 4d8bf, fffff, 4d000, 00200, 1153e, 00f4f, 14001, 1ff35, 0c001, 1fffc, 0a001, 002ac, 1ffdd, 00184, 002ac, 002ac, 00001, 00001, 1f7c1, 06516, 03400, 00001, 00001, 04e85, 13e01, 1ff0c, 00951, 00774, 00001, 0080a, 1153e, 1facc, 1ff27, 001be, fffff
35441     ,  5872587910119.0,       6440,   83886075, fffff, 4d0d4, fff00, 4d000, 10000, 00bed, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35442     ,  5872588170117.5,       6435,   83886075, fffff, 4c8d4, fffff, 4c001, 1ffff, 00bed, 00bed, 03d53, 01c7d, 07408, 0000b, 00001, 00391, 173bf, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35443     ,  5872588430118.5,       6440,   83886075, fffff, 50081, fff00, 50000, 17c07, 03a94, 19acf, 07804, 1fbab, 175f1, 00007, 1ffff, 00001, 00001, 1fee6, 010ee, 00001, 00001, 00001, 000ce, 00001, 00001, 16120, 09901, 00001, 0871f, 1f000, 08bc4, 06001, 08a06, 00002, 00002, 00001, 00001, 0000e, 00227
35444     ,  5872589130113.5,   83886075,   83886075, fffff, 45067, fffff, fffff, 00ffe, 01fff, 00ffe, 01fff, 016e7, 007b4, 00ff8, 01050, 01708, 02996, 01fff, 00271, 0000d, 0000b, 0002c, 1ffbb, 0111a, 0062f, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35445     ,  5872589588215.0,       6505,       6500, 4c84d, 4204d, 42000, 4c001, 10006, 001aa, 00411, 01dd0, 00227, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35446     ,  5872589792711.0,       6445,   83886075, fffff, 4a84d, fffff, 4a001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35447     ,  5872589972711.5,       6505,       6445, 4a89f, 4c09e, 4c001, 4a001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35448     ,  5872602738951.0,   83886075,   83886075, fffff, 5791a, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35449     ,  5872602796986.0,   83886075,   83886075, fffff, 57d39, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35450     ,  5872602854991.0,       6470,   83886075, fffff, 430fe, fff00, 43001, 00007, 00106, 00001, 1fcf0, 00001, 00cdf, 00058, 1ffd8, 00001, 00001, 00001, 00013, 17007, 03a92, 00001, 00001, 00007, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff
35451     ,  5872603534949.5,       6515,   83886075, fffff, 44804, fffff, 44000, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35452     ,  5872603594948.5,       6515,   83886075, fffff, 5184d, fffff, 51001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35453     ,  5872603774951.0,   83886075,   83886075, 468c5, 47044, fffff, 46001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35454     ,  5872618363882.0,   83886075,   83886075, fffff, 58043, fffff, fffff, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35455     ,  5872618441927.5,   83886075,   83886075, fffff, 578bd, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35456     ,  5872618499921.5,   83886075,   83886075, fffff, 5795d, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35465     ,  5872649729783.5,   83886075,   83886075, fffff, 5795d, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35466     ,  5872649787783.5,       6495,   83886075, fffff, 4d8bf, fffff, 4d000, 00200, 11c91, 00f4f, 14001, 1ff35, 10000, 1fffc, 0c001, 002b4, 1ffc9, 00181, 002b4, 002b4, 00001, 00001, 1f801, 06516, 02c00, 00001, 00001, 04e85, 14800, 1ff0c, 00951, 00774, 00001, 0080a, 11c91, 1fb19, 1ffc0, 001be, fffff
35467     ,  5872650467842.0,       6535,   83886075, fffff, 4c8d4, fffff, 4c001, 1ffff, 00bed, 00bed, 03d53, 01c7d, 07408, 0000b, 00001, 00391, 173c2, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35468     ,  5872650727941.0,       6435,   83886075, fffff, 50081, fff00, 50000, 17c07, 03a97, 03eff, 07898, 1fd61, 175f1, 00007, 1ffff, 00001, 00001, 1fee6, 010ee, 00001, 00001, 00001, 000ce, 00001, 00001, 16232, 09901, 00001, 0871f, 1f000, 08bc4, 06001, 08a06, 00002, 00002, 00001, 00001, 0000e, 00227
35469     ,  5872651427936.5,       6440,   83886075, fffff, 4a84d, fffff, 4a001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35470     ,  5872651607938.5,       6500,       6445, 4a89f, 4c09e, 4c001, 4a001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35471     ,  5872665238674.5,   83886075,   83886075, fffff, 580ba, fffff, fffff, 00200, 1153e, 00f4f, 13f81, 1ff35, 0c083, 1fffc, 09fbf, 002a9, 1ffd8, 00181, 002a9, 002a9, 00001, 00001, 00841, 06516, 03200, 00001, 00001, 04e85, 13c00, 15204, 09800, 00774, 00001, 00001, 00001, 00100, fffff, fffff, fffff
35472     ,  5872665876712.0,   83886075,   83886075, fffff, 58103, fffff, fffff, 03800, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35473     ,  5872665954711.0,   83886075,   83886075, fffff, 58913, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35474     ,  5872666012711.0,   83886075,   83886075, fffff, 58983, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35475     ,  5872666070711.0,   83886075,   83886075, fffff, 5791a, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35476     ,  5872666128711.0,   83886075,   83886075, fffff, 57d39, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35477     ,  5872666186711.0,       6470,   83886075, fffff, 44804, fffff, 44000, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35478     ,  5872666246666.0,       6505,       6515, 48858, 46058, 46001, 48000, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35479     ,  5872666591172.0,   83886075,   83886075, 468c5, 47044, fffff, 46001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35480     ,  5872680863600.0,   83886075,   83886075, fffff, 58142, fffff, fffff, 03800, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35481     ,  5872680941640.0,   83886075,   83886075, fffff, 58957, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35482     ,  5872680999644.5,   83886075,   83886075, fffff, 578bd, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35483     ,  5872681057640.0,   83886075,   83886075, fffff, 5795d, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35484     ,  5872681115644.0,       6550,   83886075, fffff, 4d8bf, fffff, 4d000, 00200, 1203b, 00f4f, 14001, 1ff35, 12001, 1fffc, 10000, 002b8, 1ffbe, 00181, 002b8, 002b8, 00001, 00001, 1f801, 06516, 02a00, 00001, 00001, 04e85, 14c01, 1ff0c, 00951, 00774, 00001, 0080a, 1203b, 1fb3e, 00080, 001bd, fffff
35485     ,  5872681795704.5,       6490,   83886075, fffff, 4e8a2, fffff, 4e000, 0186b, 0000b, 00001, 00001, 021bc, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 1fac5, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35486     ,  5872682195703.5,       6490,   83886075, fffff, 4f8a6, fffff, 4f001, 00ffe, 01fff, 00ffe, 01fff, 016e7, 007b4, 00ff8, 00ffe, 01708, 02996, 01fff, 00269, 0000d, 00015, 1ffc9, 1ffc0, 01125, 00626, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35487     ,  5872696488536.0,   83886075,   83886075, fffff, 5791a, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35488     ,  5872696546571.0,   83886075,   83886075, fffff, 57d39, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35489     ,  5872696604616.0,       6480,   83886075, fffff, 4c88e, fffff, 4c001, 00ee8, 02377, 025a0, 025fa, 00629, 00721, 0f946, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35490     ,  5872712113466.5,   83886075,   83886075, fffff, 578bd, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35491     ,  5872712171507.5,   83886075,   83886075, fffff, 5795d, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35492     ,  5872712229506.5,       6495,   83886075, fffff, 4d8bf, fffff, 4d000, 00200, 123e5, 00f4f, 12001, 1ff35, 14001, 1fffc, 10000, 002bb, 1ffb7, 00182, 002bb, 002bb, 00001, 00001, 1f801, 06516, 02600, 00001, 00001, 04e85, 15201, 1ff0c, 00951, 00774, 00001, 0080a, 123e5, 1fb64, 00054, 001b7, fffff
35493     ,  5872712909566.5,       6435,   83886075, fffff, 4d0d4, fff00, 4d000, 10000, 00bed, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35494     ,  5872713169564.0,       6440,   83886075, fffff, 4c8d4, fffff, 4c001, 1ffff, 00bed, 00bed, 03d50, 01c7d, 07408, 0000b, 00001, 00391, 173c7, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35495     ,  5872713429564.0,       6440,   83886075, fffff, 50081, fff00, 50000, 06c07, 03a98, 1a4f7, 078e3, 07c0a, 17510, 00007, 1ffff, 00001, 00001, 1ff66, 01110, 00001, 00001, 00001, 000ce, 00001, 00001, 1631d, 09901, 00001, 0871f, 1f000, 08bc4, 06001, 08a06, 00002, 00002, 00001, 00001, 0000e, 00227
35496     ,  5872714129559.0,   83886075,   83886075, fffff, 45067, fffff, fffff, 00ffe, 01fff, 00ffe, 01fff, 016e7, 007b4, 00ff8, 00ffe, 01708, 02996, 01fff, 00269, 0000d, 00015, 1ffc9, 1ffc0, 01125, 00626, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35497     ,  5872714587661.0,       6505,       6505, 4c84d, 4204d, 42000, 4c001, 1000f, 001a9, 0042b, 01dd0, 00224, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35498     ,  5872714792162.5,       6450,   83886075, fffff, 4a84d, fffff, 4a001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35499     ,  5872714972158.5,       6500,       6450, 4a89f, 4c09e, 4c001, 4a001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35500     ,  5872727738397.5,   83886075,   83886075, fffff, 5791a, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35501     ,  5872727796437.0,   83886075,   83886075, fffff, 57d39, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35502     ,  5872727854437.0,       6475,   83886075, fffff, 430fe, fff00, 43001, 00007, 00255, 00001, 1fe54, 00002, 1fba8, 00057, 0001c, 00001, 00001, 00001, 00013, 06007, 03a97, 00001, 00001, 00007, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff
35503     ,  5872728534396.0,       6510,   83886075, fffff, 44804, fffff, 44000, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35504     ,  5872728594392.0,   83886075,   83886075, 468c5, 47044, fffff, 46001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35505     ,  5872743363329.0,   83886075,   83886075, fffff, 58043, fffff, fffff, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35506     ,  5872743441368.5,   83886075,   83886075, fffff, 578bd, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35507     ,  5872743499368.5,   83886075,   83886075, fffff, 5795d, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35508     ,  5872743557372.5,       6450,   83886075, fffff, 4d8bf, fffff, 4d000, 00200, 1278e, 00f4f, 12001, 1ff35, 16000, 1fffc, 10000, 002be, 1ffaf, 00182, 002be, 002be, 00001, 00001, 1f801, 06516, 02201, 00001, 00001, 04e85, 15600, 1ff0c, 00951, 00774, 00001, 0080a, 1278e, 1fb8c, 1ffc5, 001b1, fffff
35509     ,  5872744237332.5,       6490,   83886075, fffff, 4f8a6, fffff, 4f001, 00ffe, 01fff, 00ffe, 01fff, 016e7, 007b4, 00ff8, 010a3, 0175b, 02a1e, 01fff, 00288, 0000d, 0001f, 1ffa9, 1ffc3, 0112c, 0062a, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35510     ,  5872744677326.5,       6490,   83886075, fffff, 51882, fffff, 51001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35511     ,  5872744757320.0,       6495,   83886075, fffff, 518c3, fffff, 51001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35512     ,  5872744837324.5,       6495,   83886075, fffff, 440bd, fff00, 44000, 18020, 1c000, 00001, 00001, 00001, 00001, 10401, 08c99, 092a9, 040a0, 082a8, 09040, 10c00, 0908a, 08289, 0929c, 08e40, 04041, 11400, 0a6a1, 08a8b, 08840, 0909e, 09888, 11800, 0646f, 06a40, 04041, 04041, 04041, fffff, fffff
35513     ,  5872758988259.0,   83886075,   83886075, fffff, 588be, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35514     ,  5872759046298.5,   83886075,   83886075, fffff, 5791a, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35515     ,  5872759104298.5,   83886075,   83886075, fffff, 57d39, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
35516     ,  5872759162338.5,       6480,   83886075, fffff, 4c88e, fffff, 4c001, 00ee8, 02377, 025a0, 025fa, 00629, 00721, 0f946, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
